CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
1072,2,2,2,2,1,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,3,3,3,3,1,1,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,-1,1,1,1,1,1,1,1,7,2, , ,1, , ,2,1,5,-1,23,1,1,11,3,2,1,0,6,3,6,5,1,1,2,2,23,1,0,1,0,4,1,1,1.65,6
1073,2,2,2,1,2,3,1,3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,3,1,1,1,1,3,2,3,3,2,2,2,2,2,1,2,3,3,1,3,3,3,1,3,1,3,2,3,2,2,2,3,3,3,1, ,3,2,1,1,1,1,1,1,1,5,5, , , ,2, ,4,2,3,1,35,3,2,5,1,4,1,1,5,3,12,6,0,4,9,2,91,0,1,2,0,2,1,0,2.2488,24
1074,2,2,2,1,1,2,3,1,3,3,2,3,3,2,1,3,2,1,2,1,3,2,1,2,2,1,1,3,3,3,3,3,1,3,2,2,2,3,2,2,3,2,2,3,2,3,1,2,2,2,3,3,3,3,3,3,3, ,1,3,1,1,2,2,1,2,1,7,2, , ,1, , ,4,1,5,0,66,6,4,8,1,2,2,1,2,3,8,3,1,4,8,2,86,0,0,0,0,2,5,1,.9321,15
1075,2,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,2,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,2,3,1,4,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,1,2,1,1,2,1,1,2,1,1,1, ,1, , ,1,7,1,5,0,56,5,3,11,3,5,1,1,2,1,15,1,0,3,5,1,56,0,0,0,0,2,1,1,.3724,12
1076,1,3,2,2,2,3,3,3,3,3,1,2,3,2,1,2,2,1,2,2,2,1,3,3,2,1,1,3,1,3,2,2,1,1,2,2,2,2,2,2,1,3,2,2,1,2,1,3,1,3,2,1,2,3,2,1,1,1,3,1,1,1,2,2,1,3,1,5,5, , , ,2, ,5,1,5,0,53,4,3,13,4,1,2,1,2,1,19,1,1,2,3,1,35,0,0,0,0,2,1,1,.7733,124
1077,1,3,3,3,3,3,3,3,3,3,3,2,1,2,3,2,2,1,1,3,3,3,3,3,3,1,1,3,2,3,1,3,1,1,2,1,3,2,2,3,3,3,3,2,3,2,1,2,3,3,3,2,3,2,1,3,1,3,3,1,1,1,1,2,1,1,1,7,2, , ,1, , ,4,1,5,0,73,6,4,10,3,1,1,1,2,1,11,1,1,4,9,1,91,0,0,0,0,2,5,1,.6587,14
1078,1,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,1,3,1,2,2,1,2,3,1,2,3,2,2,2,2,1,1,1,3,3,3,2,2,1,3,3,2,1,3,1,2,-1,2,2,3,2,3,2,2,2, ,2,-1,2,1,1,2,1,2,2,3,3, , , ,1,2,5,1,5,0,55,5,3,12,4,1,1,0,3,1,10,5,1,1,2,1,21,0,0,0,0,3,1,1,.6734,5
1079,2,2,2,1,3,3,3,3,3,3,1,3,3,2,1,3,2,1,1,2,2,3,2,2,2,1,3,1,2,3,3,2,1,3,1,2,3,2,1,1,1,1,3,3,1,2,3,1,2,3,1,3,3,3,2,3,1,3,3,2,1,1,1,1,3,2,1,7,2, , ,1, , ,4,1,2,1,35,3,2,8,1,4,2,1,5,3,3,1,1,4,9,2,93,0,0,2,1,2,7,1,1.3152,2642
1080,2,2,2,1,3,3,3,3,3,2,3,2,3,3,1,3,2,1,1,2,2,3,2,3,3,1,1,3,2,1,3,1,1,1,1,1,1,3,3,3,2,3,3,3,3,3,1,3,3,3,2,2,1,3,3,2,1,3,3,2,1,1,2,2,2,1,1,5,5, , , ,2, ,3,1,3,1,55,5,3,2,1,4,1,1,4,1,8,1,1,4,9,1,93,0,0,0,1,3,1,1,1.3185,8
1081,2,3,3,3,3,2,1,3,1,3,-1,2,3,2,3,3,2,1,1,2,3,1,1,3,1,1,1,3,1,3,3,2,1,2,2,2,2,2,2,2,2,3,3,3,1,2,1,3,1,2,3,3,1,3,1,3,1,1,2,1,1,1,1,2,2,1,1,3,3, , , ,1,3,4,1,5,1,37,3,2,12,4,1,2,1,3,1,19,1,0,3,5,1,56,0,1,0,0,2,1,1,.9781,6
1082,2,2,1,2,1,3,3,3,3,3,3,2,3,1,3,3,1,2,2,2,3,2,3,3,1,1,3,2,2,3,1,2,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,2,2, ,1,3,1,2,1,2,1,3,1,5,3, , , ,2, ,1,1,1,0,23,1,1,10,3,4,1,0,8,1,16,5,1,4,9,1,93,0,0,0,2,6,1,1,.9274,12
1083,2,1,2,1,3,3,3,2,1,3,1,2,3,2,3,3,2,2,2,2,3,2,3,3,-1,1,1,2,3,2,1,3,3,1,2,2,1,3,1,3,2,3,2,2,1,3,1,3,1,3,3,1,1,1,2,1,1,1,3,3,1,1,2,2,1,3,1,5,5, , , ,2, ,5,2,3,1,40,3,2,9,2,4,1,1,7,1,4,1,1,3,7,2,74,0,1,2,2,2,2,1,1.5479,18
1085,1,3,2,3,3,3,3,3,3,3,1,2,3,2,3,3,2,2,1,3,2,2,3,3,3,1,1,3,2,2,2,3,2,2,2,2,3,2,3,2,1,1,3,3,1,3,1,3,3,2,2,2,2,2,1,3,2,1,2,1,2,1,3,2,2,1,1,7,2, , ,1, , ,3,1,5,0,53,4,3,9,2,1,2,1,3,1,12,1,1,1,2,1,23,0,0,0,0,3,1,1,.776,35
1086,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,-1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,1,1,1,1,1,-1,1,7,2, , ,1, , ,6,1,5,0,27,2,1,9,2,1,1,0,2,1,5,5,1,3,7,3,74,0,0,0,0,2,2,0,1.1687,5
1087,1,3,2,2,1,1,3,3,3,3,1,2,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,2,2,2,3,1,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,1,1,1,3,3,1,3, ,1,1,1,1,2,1,2,1,1,5,5, , , ,2, ,6,2,3,1,37,3,2,9,2,4,1,0,4,1,8,6,1,2,3,2,33,0,0,1,1,2,1,1,1.6163,14
1088,2,2,2,1,2,3,3,3,3,3,3,2,2,2,3,2,2,1,1,2,2,3,1,1,3,1,1,3,3,3,1,2,1,1,2,2,2,2,2,2,1,2,2,3,1,2,3,3,3,3,2,1,3,3,3,1,1,1,1,3,2,1,2,1,1,2,1,2,1, ,2, , ,3,6,1,5,0,57,5,3,9,2,1,2,1,2,1,8,1,0,2,3,2,34,0,0,0,0,2,6,1,.7392,29
1089,1,2,2,2,1,3,3,3,3,3,1,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,1,2,1,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,1,1,3,1,2,3,1,3,3,1,1,2,1,2,1,1,6,2, , ,2, , ,2,1,5,1,38,3,2,12,4,1,2,1,5,1,15,1,1,2,4,1,41,0,1,2,0,2,2,1,.9727,11
1090,2,4,3,2,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,1,1,2,2,2,3,3,1,2,2,3,3,3,3,3,2,1,3,2,1,3,3,3,1,3,2,2,1,2,3,3,2,2,3,3,1,2,2,2,1,1,1,6,2, , ,2, , ,2,1,5,0,64,5,4,6,1,1,1,1,2,1,9,1,1,2,4,1,41,0,0,0,0,2,6,1,.9433,7
1091,2,2,2,2,1,2,1,2,1,3,1,2,3,2,2,2,2,1,1,3,2,3,1,3,2,1,1,3,1,2,3,2,1,1,2,2,3,2,2,3,1,3,2,2,1,2,1,2,1,3,2,1,2,2,2,1,1, ,2,1,2,2,2,1,1,1,1,7,2, , ,1, , ,3,1,5,0,58,5,3,10,3,1,2,1,1,1,10,5,1,4,8,1,87,0,0,0,0,1,1,1,.8954,13
1092,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,2,2,3,3,1,2,3,3,3,2,2,3,2,3,3,2,4,3,-1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,2,2,2,1,1,2,1, ,2, , ,1,4,1,5,0,56,5,3,9,2,1,1,1,2,1,14,1,0,3,6,1,61,0,0,0,0,2,2,1,.8099,11
1093,2,2,2,2,2,3,3,3,3,3,3,2,3,2,1,3,2,3,1,3,2,3,1,3,2,1,1,3,1,2,2,2,1,1,2,1,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,1,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,7,2, , ,1, , ,4,1,5,0,67,6,4,9,2,1,2,1,3,1,10,1,1,3,5,1,54,0,0,0,0,3,5,1,.7738,40
1094,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,3,3,2,1,1,3,2,3,2,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,1,2,2,1,2,2,1,2,2,1,3,4, , , ,1,1,6,1,5,1,47,4,3,10,3,1,1,1,4,1,13,1,0,4,8,1,82,0,0,0,1,3,7,1,.8911,9
1095,1,3,2,2,3,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,3,3,3,2,2,2,3,2,3,2,2,2,2,1,3,2,2,1,3,3,2,2,1,3,2,1, ,1,2,2,1,2,2,1,2,1,6,2, , ,2, , ,4,1,5,0,22,1,1,9,2,2,1,1,3,1,10,5,1,2,4,2,43,0,0,0,0,3,1,1,1.9953,31
1096,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3, ,1,3,2,2,2,2,2,2,1,5,5, , , ,2, ,4,1,5,0,35,3,2,9,2,1,1,1,2,3,11,6,1,4,9,2,93,0,0,0,0,2,1,1,1.0172,7257
1097,2,4,3,3,3,3,3,3,3,3,3,2,3,2,3,3,1,1,1,1,1,3,1,1,1,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,2,2,2,2,1,1,1,1, ,1, , ,3,6,1,5,0,60,5,4,9,2,3,2,1,2,1,7,1,1,4,9,2,93,0,0,0,0,2,7,1,1.3326,9
1098,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,3,1,3,1,3,3,3,3,1,1,3,1,3,2,1,1,1,2,2,1,2,2,3,2,3,2,3,3,2,1,2,3,3,2,2,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1, ,1, , ,3,6,1,5,0,24,1,1,9,2,1,2,0,2,1,13,1,1,4,9,1,91,0,0,0,0,2,7,1,1.0958,11
1099,2,2,2,1,1,2,1,3,3,3,1,2,2,2,3,2,1,2,3,1,1,3,3,1,1,1,1,3,1,3,1,2,1,2,1,1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,1,1,3,2,1,1, ,1,2,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,2,0,26,2,1,10,3,4,2,0,6,1,11,5,1,4,9,2,93,0,0,0,0,6,4,1,1.8565,9
1100,1,2,2,3,2,3,3,3,3,3,3,2,3,2,1,3,2,1,1,2,2,3,3,3,3,1,1,3,3,3,3,2,1,1,2,1,2,3,2,2,1,2,2,3,3,2,3,2,3,2,2,1,3,3,3,1,1, ,3,3,1,1,1,1,1,2,1,7,2, , ,1, , ,4,1,5,0,66,6,4,14,4,1,2,1,1,1,16,5,1,3,5,1,54,0,0,0,0,1,1,1,.708,11
1101,1,2,1,1,1,1,1,1,1,2,3,2,3,2,1,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,2,-1,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,2,3,2,2,3,3, ,1,2,1,1,1,1,2,2,1,6,2, , ,2, , ,2,1,5,0,44,3,2,12,4,2,1,0,3,1,8,5,1,3,7,1,72,0,0,0,0,3,2,0,1.6305,13
1102,2,3,3,3,2,1,3,3,3,3,1,2,3,2,3,3,2,3,3,3,2,3,3,1,3,3,1,3,3,3,2,3,2,1,2,2,1,2,2,3,3,1,2,3,1,2,3,1,1,3,3,1,1,2,1,3,2, ,3,2,1,1,2,1,2,1,1,1,1, ,1, , ,3,5,1,5,0,75,7,4,9,2,1,2,1,1,4,4,2,0,3,6,1,63,0,0,0,0,1,5,0,.8052,17
1103,1,2,1,1,1,2,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,3,2,3,3,3,1,2,2,1,2,2,2,2,2,3,2,2,1,2,3,2,3,2,2,1,2,1,3,1,1,1,3,1,1,1,1,2,1,3,1,3,5, , , ,1,3,4,2,3,1,35,3,2,10,3,4,2,1,3,2,5,1,1,4,9,2,93,0,0,1,0,2,7,1,1.7757,55
1104,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,3,2,1,1,3,1,2,1,2,1,1,2,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,2,1,2,3,1,1,2,3,3,1,1,1,2,2,1,2,1,6,2, , ,2, , ,3,1,5,0,80,7,4,9,2,1,1,1,2,1,12,1,1,4,8,1,84,0,0,0,0,2,5,1,.7065,11
1105,2,3,4,4,2,1,1,3,3,3,1,2,3,3,3,3,1,3,3,3,3,3,3,3,3,1,1,2,1,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,1,2,2,2,2,1,3,1,3,1,1,1,1,2,1,1,1,1, ,1, , ,1,7,1,5,0,56,5,3,9,2,1,2,1,3,1,16,1,1,3,6,2,63,0,0,0,0,3,5,1,.9055,9
1106,2,2,3,3,3,3,3,3,3,3,3,2,3,3,1,3,1,1,3,2,2,3,3,2,2,1,1,3,1,3,2,2,3,2,2,3,3,3,2,2,3,3,2,2,1,3,1,2,1,3,3,2,1,3,1,2,3,1,3,3,1,1,3,2,1,2,3,5,3, , , ,2, ,4,1,5,0,63,5,4,13,4,1,1,1,2,1,16,1,1,2,4,1,41,0,0,0,0,2,5,1,.6342,9
1107,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3,1,1,2,2,3,2,3,1,1,2,2,3,2,2,3,3,3,2,3,3,2,1,2,3,3,3,1,2,2,2,2,3, ,1,1,1,1,1,1,1,1,1,3,5, , , ,1,3,4,1,5,1,61,5,4,9,2,1,2,1,4,1,9,3,1,3,5,1,55,0,0,2,0,2,6,1,.7738,17
1108,1,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,3,2,3,1,1,3,2,3,2,2,2,1,1,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2, ,3,3,1,1,2,1,1,1,2,5,3, , , ,2, ,2,1,5,0,25,2,1,12,4,1,1,1,2,3,8,6,1,3,5,2,59,0,0,0,0,2,7,1,1.0493,7
1110,2,3,3,3,2,1,3,2,1,3,3,2,1,2,1,3,1,3,1,3,3,3,1,3,1,3,1,3,1,3,2,1,1,2,1,3,3,2,3,2,2,2,2,1,1,2,1,3,2,3,1,1,1,3,1,2,3,3,1,3,1,1,1,2,2,2,1,2,1, ,2, , ,3,4,1,5,0,44,3,2,6,1,1,1,1,5,1,11,1,1,3,5,1,59,0,1,1,0,3,2,1,1.4871,6
1113,2,3,4,4,4,3,3,3,3,3,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,1,1,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,1,1,1,1, ,1, , ,1,5,1,5,1,27,2,1,9,2,1,1,1,3,1,12,1,0,1,2,2,21,0,1,0,0,2,1,1,1.2867,4188
1114,1,2,1,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,1,3,3,3,3,3,3,1,3,2,2,2,3,3,1,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,1,3,1,1,2,2,2,1,1,1,7,2, , ,1, , ,4,1,5,0,50,4,3,9,2,2,1,1,2,1,19,1,1,4,9,1,93,0,0,0,0,2,1,1,1.2821,397
1115,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,3,1,3,3,3,3,1,1,3,1,1,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,1,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,4,5, , , ,-1, ,3,2,2,1,38,3,2,9,2,4,2,1,4,1,12,1,1,4,9,1,93,0,1,1,0,2,2,1,1.4003,15
1116,2,3,3,2,1,3,3,3,3,2,1,2,2,2,1,2,2,1,1,2,2,3,1,2,1,1,1,3,1,3,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1, ,1,1,1,1,2,2,1,1,2,7,2, , ,1, , ,2,1,5,0,31,2,2,13,4,2,2,1,1,1,11,5,1,3,6,1,63,0,0,0,0,1,1,1,1.4309,8
1117,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,1,1,3,1,3,2,2,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1, ,3,1,1,1,2,2,2,1,1,2,1, ,2, , ,3,4,1,5,0,62,5,4,13,4,1,2,1,1,2,12,5,1,4,9,1,93,0,0,0,0,1,5,1,.5997,9
1118,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,1,1,3,2,1,1,3,3,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,2, ,2,2,1,1,1,1,1,1,1,3,5, , , ,1,3,4,1,5,0,21,1,1,10,3,1,2,0,2,1,12,5,0,2,4,1,43,0,0,0,0,2,7,1,1.2019,16
1119,1,2,1,2,2,3,3,2,1,3,1,2,3,3,3,2,2,3,1,2,2,3,3,2,2,1,1,3,1,3,3,2,1,1,2,1,3,2,2,3,1,3,3,3,3,2,1,2,1,3,3,1,2,2,3,2,1, ,2,1,1,1,2,1,1,1,1,7,2, , ,1, , ,2,1,5,0,71,6,4,10,3,2,2,1,1,2,10,2,1,1,2,1,23,0,0,0,0,1,5,0,1.3064,20
1120,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,1,40,3,2,13,4,1,1,1,3,1,19,1,1,2,3,1,35,1,0,0,0,2,7,1,.9145,5
1121,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,1,3,2,2,1,1,3,2,3,3,3,1,1,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,1,3,1,1,1,1,1,2,1,7,2, , ,1, , ,2,1,5,0,36,3,2,13,4,1,2,1,2,3,10,1,1,4,9,2,92,0,0,0,0,2,1,1,.8988,12
1122,2,3,2,2,2,3,3,3,3,3,1,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,3,2,3,2,2,3,1,3,3,1,1,1,1,1,1,1,2,1, ,2, , ,3,6,1,5,1,38,3,2,12,4,3,2,1,5,1,17,1,1,4,9,1,93,0,0,3,0,2,1,1,2.0212,6
1123,2,2,2,1,1,3,3,3,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,3,2,1,3,1,1,1,1,1,2,2,2,2,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,2,1,2,1, ,3,2,1,1,1,1,1,1,1,5,5, , , ,2, ,7,2,3,0,64,5,4,2,1,4,2,0,4,1,10,2,1,4,9,1,93,0,0,1,0,3,7,0,1.5128,17
1124,2,4,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,2,2,1,1,2,1,1,1,1,2,1, ,2, , ,1,5,1,5,1,55,5,3,11,3,1,1,1,4,1,16,1,1,1,2,1,23,0,0,1,1,2,1,1,.81,8
1125,2,4,4,4,3,1,1,3,3,3,1,2,1,1,3,3,1,1,1,2,2,3,3,2,2,3,3,1,2,2,3,3,3,3,2,4,1,3,2,3,2,2,3,3,1,3,1,3,1,1,3,3,2,3,1,3,3, ,1,1,1,1,1,1,1,2,1,3,3, , , ,1,1,7,1,5,0,58,5,3,9,2,1,1,1,3,3,10,5,1,1,1,2,14,0,0,0,0,3,1,0,.8563,11
1126,2,4,3,4,2,1,1,3,3,3,1,2,3,2,3,3,1,3,1,3,3,3,3,3,3,1,1,2,2,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,2,3,3, ,3,3,1,1,1,1,2,1,1,3,3, , , ,1,3,6,1,5,0,86,7,4,9,2,1,2,1,1,1,8,2,1,3,5,1,58,0,0,0,0,1,5,0,.9661,28
1127,2,3,3,2,3,1,1,2,1,3,1,2,1,2,1,3,1,1,1,3,2,3,3,2,1,1,1,1,1,1,2,2,3,1,-1,3,1,2,2,1,-1,1,2,2,1,3,1,2,1,1,3,2,1,1,2,3,3, ,2,3,2,1,2,1,2,2,1,1,1, ,1, , ,2,6,1,5,0,18,1,1,8,1,1,1,0,5,1,19,5,1,4,9,1,93,0,0,0,1,4,1,1,1.3527,10
1128,2,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,1,3,3,3,2,3,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,1, ,1,2,2,1,2,1,1,1,2,2,1, ,2, , ,3,5,1,1,0,18,1,1,9,2,4,1,0,4,1,7,5,1,3,7,2,74,0,0,0,1,3,4,1,1.0274,6
1129,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,1,2,1,2,1,6,2, , ,2, , ,3,1,5,0,65,6,4,13,4,1,1,1,3,1,19,1,1,4,9,1,93,0,0,0,0,3,1,1,.5737,3559
1130,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,-1,1,1,3,2,3,2,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,2,3,3,1,1,3,2,2,2,1,2,2,1,2,1,5,5, , , ,2, ,4,1,5,0,55,5,3,10,3,1,1,1,2,1,10,1,0,2,4,2,42,0,0,0,0,2,1,0,.9653,35
1132,1,2,1,2,2,3,3,3,3,3,3,2,3,2,3,3,2,1,1,2,2,3,2,2,2,1,1,3,3,3,3,3,1,1,2,1,3,3,2,3,3,3,2,3,1,3,3,3,3,3,3,1,3,3,3,1,1, ,1,2,1,1,1,2,1,1,1,3,3, , , ,1,3,4,1,5,0,25,2,1,13,4,3,1,1,1,3,11,5,1,4,9,3,95,0,0,0,0,1,1,1,1.7913,20
1133,2,2,1,1,1,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,2,1,1,1,1,3,1,3,3,3,3,3,1,2,2,2,2,3,2,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,1,1,1,1,2,1,1,1,1,2,3,1,7,2, , ,1, , ,2,1,5,1,52,4,3,11,3,2,2,1,4,1,18,1,1,4,9,1,93,0,0,0,2,2,1,1,1.2101,10
1134,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,1,1,3,1,2,-1,2,1,2,2,2,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,1,1,2,1,1,1, ,1,3,1,1,2,2,1,1,1,5,5, , , ,2, ,4,1,5,0,54,4,3,10,3,1,1,1,1,5,4,5,0,4,9,1,91,0,0,0,0,1,6,0,.7875,27
1135,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,2,1,2,1,1,1, ,1, , ,3,6,1,5,1,56,5,3,11,3,1,1,1,5,1,18,1,1,3,5,1,59,0,0,0,1,4,1,1,.8759,9
1136,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,1,3,2,3,1,1,3,2,1,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2, ,3,3,1,1,1,2,1,2,1,5,5, , , ,2, ,3,1,5,0,55,5,3,9,2,1,1,0,1,1,1,3,0,4,8,3,86,0,0,0,0,1,2,0,.8433,14
1137,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,2,3,1,2,1,1,1, ,1, , ,1,6,1,5,1,39,3,2,10,3,1,1,1,5,1,12,1,0,2,3,1,34,0,0,1,1,3,1,1,1.2834,5
1138,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,2,2,2,2,1,2,2,1,1,5,3, , , ,2, ,4,1,5,1,46,4,3,9,2,2,1,0,3,1,2,5,0,3,5,2,51,0,0,0,1,2,4,0,1.157,775
1139,2,1,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,1,1,1,1,1,1,3,3,1,3,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,1,1, ,3,1,1,1,1,1,1,1,1,3,3, , , ,1,3,4,1,5,0,50,4,3,6,1,1,2,1,1,1,2,6,1,3,5,2,56,0,0,0,0,1,1,0,1.054,10
